drand custom
0.978334 0.773438
0.899916 0.0898438
0.195838 0.125
0.535634 0.128906
0.0749182 0.351562
0.279364 0.0429688
0.106882 0.453125
0.96772 0.832031
0.780847 0.429688
0.261284 0.496094
0.148992 0.28125
0.424099 0.0351562
0.120078 0.0078125
0.544987 0.449219
0.350937 0.609375
0.135763 0.738281
0.23621 0.0859375
0.618577 0.902344
0.484357 0.4375
0.752321 0.941406
0.1216 0.664062
0.411179 0.855469
0.0730929 0.765625
0.654066 0.644531
0.89024 0.742188
0.861488 0.308594
0.891331 0.59375
0.721563 0.847656
0.83722 0.320312
0.0192714 0.261719
0.553218 0.921875
0.416877 0.550781
0.867173 0.398438
0.362671 0.714844
0.758408 0.75
0.403379 0.753906
0.0598907 0.976562
0.665553 0.667969
0.982531 0.078125
0.0381411 0.457031
0.572845 0.0546875
0.0220319 0.121094
0.327398 0.90625
0.206093 0.660156
0.297494 0.632812
0.893802 0.0742188
0.0768218 0.234375
0.875519 0.363281
0.619859 0.710938
0.232418 0.527344
0.460178 0.0625
0.890246 0.566406
0.857054 0.289062
0.61379 0.480469
0.692359 0.390625
0.278399 0.269531
0.912279 0.367188
0.754425 0.933594
0.53681 0.21875
0.357302 0.472656
0.0136603 0.945312
0.935121 0.886719
0.194274 0.546875
0.208471 0.175781
0.0705466 0.0234375
0.492897 0.339844
0.0360778 0.375
0.448575 0.378906
0.828095 0.601562
0.238773 0.292969
0.625053 0.703125
0.347286 0.0820312
0.151716 0.679688
0.0788217 0.746094
0.162975 0.53125
0.160287 0.285156
0.0922037 0.257812
0.247985 0.699219
0.299878 0.859375
0.427279 0.988281
0.925798 0.335938
0.977755 0.152344
0.482404 0.6875
0.00586845 0.191406
0.827328 0.914062
0.505599 0.105469
0.315914 0.015625
0.80105 0.894531
0.805885 0.992188
0.569471 0.558594
0.894328 0.84375
0.738067 0.0976562
0.738661 0.570312
0.716772 0.511719
0.604226 0.171875
0.198286 0.800781
0.897916 0.648438
0.273479 0.964844
0.442821 0
0.281097 0.00390625
0.0371872 0.226562
0.873945 0.917969
0.575875 0.328125
0.210504 0.707031
0.535344 0.304688
0.331143 0.371094
0.389975 0.15625
0.517039 0.910156
0.0808805 0.882812
0.945235 0.324219
0.117838 0.484375
0.290881 0.613281
0.0946293 0.960938
0.297537 0.777344
0.705317 0.3125
0.520872 0.816406
0.358162 0.539062
0.177912 0.730469
0.679752 0.640625
0.959764 0.519531
0.849418 0.617188
0.644801 0.183594
0.622378 0.46875
0.944983 0.722656
0.439115 0.195312
0.745389 0.136719
0.459074 0.796875
0.465988 0.425781
0.114393 0.273438
0.13365 0.589844
0.196292 0.625
0.516674 0.628906
0.653779 0.851562
0.549152 0.542969
0.240112 0.953125
0.370006 0.332031
0.954227 0.929688
0.770803 0.996094
0.859756 0.78125
0.031154 0.535156
0.421866 0.507812
0.476319 0.949219
0.271485 0.109375
0.386842 0.238281
0.288733 0.585938
0.237503 0.402344
0.819436 0.9375
0.797683 0.441406
0.35453 0.164062
0.309041 0.355469
0.676899 0.265625
0.35526 0.144531
0.312191 0.242188
0.647924 0.808594
0.760854 0.09375
0.227985 0.347656
0.476376 0.820312
0.783673 0.761719
0.285763 0.421875
0.384065 0.0507812
0.76303 0.898438
0.376139 0.214844
0.737045 0.25
0.143742 0.253906
0.174657 0.476562
0.00570215 0.167969
0.442985 0.578125
0.0672863 0.957031
0.729438 0.554688
0.476463 0.621094
0.304725 0.40625
0.423934 0.160156
0.772678 0.132812
0.540643 0.574219
0.311425 0.734375
0.157091 0.863281
0.35714 0.210938
0.914356 0.0273438
0.941445 0.5625
0.812969 0.0664062
0.945691 0.789062
0.0216303 0.980469
0.415793 0.890625
0.236546 0.769531
0.0375029 0.867188
0.423733 0.433594
0.528201 0.71875
0.0670084 0.972656
0.550108 0.445312
0.0411968 0.386719
0.69342 0.046875
0.743957 0.675781
0.39728 0.523438
0.311359 0.839844
0.214163 0.875
0.128577 0.878906
0.820664 0.101562
0.427729 0.792969
0.115158 0.203125
0.166322 0.582031
0.685739 0.179688
0.940205 0.246094
0.293691 0.03125
0.688501 0.785156
0.305184 0.757812
0.746353 0.199219
0.0187772 0.359375
0.341496 0.488281
0.960563 0.835938
0.940963 0.652344
0.820519 0.1875
0.319406 0.691406
0.352891 0.414062
0.0095184 0.605469
0.657571 0.515625
0.587 0.394531
0.810837 0.492188
0.42459 0.0585938
0.559971 0.34375
0.346456 0.597656
0.44977 0.0703125
0.134277 0.0117188
0.10849 0.671875
0.807968 0.300781
0.223602 0.148438
0.598624 0.464844
0.537286 0.5
0.75871 0.503906
0.203231 0.726562
0.641313 0.417969
0.606976 0.828125
0.827551 0.207031
0.599859 0.804688
0.226138 0.871094
0.878626 0.65625
0.758412 0.410156
0.318415 0.382812
0.454975 0.824219
0.579761 0.984375
0.930157 0.113281
0.856584 0.460938
0.308584 0.277344
0.861064 0.8125
0.995738 0.316406
0.479731 0.0390625
0.434132 0.230469
0.132261 0.140625
0.0112469 0.0195312
0.0132088 0.117188
0.222441 0.683594
0.0887868 0.96875
0.142947 0.222656
0.653777 0.695312
0.440376 0.636719
0.513781 0.296875
0.786956 0.925781
0.654223 0.773438
0.294399 0.0898438
0.495053 0.125
0.22462 0.128906
0.963568 0.351562
0.333145 0.0429688
0.131613 0.453125
0.232636 0.832031
0.183917 0.429688
0.46102 0.496094
0.432832 0.28125
0.0395484 0.0351562
0.949054 0.0078125
0.270576 0.449219
0.0141965 0.609375
0.791493 0.738281
0.844996 0.0859375
0.226144 0.902344
0.46185 0.4375
0.0851118 0.941406
0.725181 0.664062
0.0904103 0.855469
0.233882 0.765625
0.922811 0.644531
0.059676 0.742188
0.602964 0.308594
0.565705 0.59375
0.626354 0.847656
0.276301 0.320312
0.347029 0.261719
0.691413 0.921875
0.243805 0.550781
0.770065 0.398438
0.107575 0.714844
0.439947 0.75
0.939713 0.753906
0.884513 0.976562
0.788713 0.667969
0.837121 0.078125
0.860006 0.457031
0.10401 0.0546875
0.156928 0.121094
0.180505 0.90625
0.305285 0.660156
0.479568 0.632812
0.673465 0.0742188
0.357906 0.234375
0.476106 0.363281
0.873303 0.710938
0.416519 0.527344
0.171571 0.0625
0.0216952 0.566406
0.519258 0.289062
0.342258 0.480469
0.594448 0.390625
0.532546 0.269531
0.122999 0.367188
0.741745 0.933594
0.222998 0.21875
0.574107 0.472656
0.861739 0.945312
0.895313 0.886719
0.469676 0.546875
0.922681 0.175781
0.193817 0.0234375
0.361784 0.339844
0.0395433 0.375
0.0985788 0.378906
0.975032 0.601562
0.650024 0.292969
0.0073915 0.703125
0.811184 0.0820312
0.533956 0.679688
0.865949 0.746094
0.917722 0.53125
0.454946 0.285156
0.744001 0.257812
0.29842 0.699219
0.099025 0.859375
0.696423 0.988281
0.802377 0.335938
0.369869 0.152344
0.160789 0.6875
0.545574 0.191406
0.0813572 0.914062
0.327536 0.105469
0.0368792 0.015625
0.137856 0.894531
0.642464 0.992188
0.962488 0.558594
0.0783283 0.84375
0.998796 0.0976562
0.526831 0.570312
0.317836 0.511719
0.473792 0.171875
0.504067 0.800781
0.873171 0.648438
0.164742 0.964844
0.594171 0
0.973532 0.00390625
0.0273826 0.226562
0.192857 0.917969
0.892017 0.328125
0.687889 0.707031
0.744187 0.304688
0.666903 0.371094
0.424819 0.15625
0.635542 0.910156
0.131421 0.882812
0.357451 0.324219
0.368217 0.484375
0.982125 0.613281
0.332268 0.960938
0.0539926 0.777344
0.5103 0.3125
0.805933 0.816406
0.901237 0.539062
0.932573 0.730469
0.406821 0.640625
0.212686 0.519531
0.117853 0.617188
0.577257 0.183594
0.88034 0.46875
0.389041 0.722656
0.950438 0.195312
0.971267 0.136719
0.880584 0.796875
0.785579 0.425781
0.274215 0.273438
0.284616 0.589844
0.420973 0.625
0.449432 0.628906
0.146925 0.851562
0.623545 0.542969
0.665063 0.953125
0.519926 0.332031
0.22581 0.929688
0.984101 0.996094
0.0701831 0.78125
0.22678 0.535156
0.687028 0.507812
0.707086 0.949219
0.382798 0.109375
0.011349 0.238281
0.58817 0.585938
0.581718 0.402344
0.815901 0.9375
0.952517 0.441406
0.442667 0.164062
0.0362215 0.355469
0.783368 0.265625
0.798304 0.144531
0.688582 0.242188
0.308746 0.808594
0.495651 0.09375
0.0636497 0.347656
0.710975 0.820312
0.163389 0.761719
0.677055 0.421875
0.788565 0.0507812
0.484971 0.898438
0.233434 0.214844
0.804379 0.25
0.296782 0.253906
0.754597 0.476562
0.895289 0.167969
0.0127456 0.578125
0.243851 0.957031
0.849809 0.554688
0.238134 0.621094
0.105449 0.40625
0.189365 0.160156
0.810912 0.132812
0.0601984 0.574219
0.644762 0.734375
0.117685 0.863281
0.86655 0.210938
0.335321 0.0273438
0.609559 0.5625
0.715373 0.0664062
0.569723 0.789062
0.523434 0.980469
0.56869 0.890625
0.694856 0.769531
0.997987 0.867188
0.794582 0.433594
0.237252 0.71875
0.139057 0.972656
0.4715 0.445312
0.374691 0.386719
0.922863 0.046875
0.290482 0.675781
0.729106 0.523438
0.0575214 0.839844
0.012978 0.875
0.683117 0.878906
0.562043 0.101562
0.544008 0.792969
0.850014 0.203125
0.232425 0.582031
0.561418 0.179688
0.828686 0.246094
0.152103 0.03125
0.276579 0.785156
0.0544716 0.757812
0.842358 0.199219
0.392719 0.359375
0.472937 0.488281
0.041426 0.835938
0.0479766 0.652344
0.0969957 0.1875
0.472876 0.691406
0.195747 0.414062
0.568375 0.605469
0.956575 0.515625
0.953709 0.394531
0.842768 0.492188
0.673659 0.0585938
0.634312 0.34375
0.610042 0.597656
0.512457 0.0703125
0.374483 0.0117188
0.516714 0.671875
0.28306 0.300781
0.789785 0.148438
0.334963 0.464844
0.882806 0.5
0.422662 0.503906
0.0193929 0.726562
0.0437119 0.417969
0.666041 0.828125
0.374838 0.207031
0.109642 0.804688
0.949391 0.871094
0.379489 0.65625
0.609135 0.410156
0.514487 0.382812
0.192718 0.824219
0.807732 0.984375
0.445681 0.113281
0.130803 0.460938
0.342244 0.277344
0.711669 0.8125
0.308029 0.316406
0.654961 0.0390625
0.687064 0.230469
0.279866 0.140625
0.170572 0.0195312
0.107589 0.117188
0.754507 0.683594
0.143392 0.96875
0.0437286 0.222656
0.112083 0.695312
0.731551 0.636719
0.966658 0.296875
0.856238 0.925781
0.843689 0.773438
0.880107 0.0898438
0.467029 0.125
0.464285 0.128906
0.73571 0.351562
0.181411 0.0429688
0.998617 0.453125
0.207729 0.832031
0.311932 0.429688
0.734709 0.496094
0.874227 0.28125
0.113325 0.0351562
0.324849 0.0078125
0.609429 0.449219
0.473071 0.609375
0.635592 0.738281
0.523267 0.0859375
0.225578 0.902344
0.985167 0.4375
0.553055 0.941406
0.296729 0.664062
0.0595508 0.855469
0.736815 0.765625
0.0793961 0.644531
0.484838 0.742188
0.765682 0.308594
0.301064 0.59375
0.386866 0.847656
0.274458 0.320312
0.219335 0.261719
0.664281 0.921875
0.0078952 0.550781
0.205186 0.398438
0.655088 0.714844
0.252044 0.75
0.117718 0.753906
0.372085 0.976562
0.951558 0.667969
0.537452 0.078125
0.596972 0.457031
0.354027 0.0546875
0.238839 0.121094
0.701032 0.90625
0.322437 0.660156
0.745948 0.632812
0.739587 0.0742188
0.587858 0.234375
0.0835611 0.363281
0.364734 0.710938
0.0428745 0.527344
0.234004 0.0625
0.322261 0.566406
0.802491 0.289062
0.62162 0.480469
0.996331 0.390625
0.947062 0.269531
0.479538 0.367188
0.1882 0.933594
0.817932 0.21875
0.386396 0.472656
0.305229 0.945312
0.615646 0.886719
0.162821 0.546875
0.879346 0.175781
0.480654 0.0234375
0.388396 0.339844
0.439973 0.375
0.518067 0.378906
0.507385 0.601562
0.470015 0.292969
0.356387 0.703125
0.470257 0.0820312
0.62494 0.679688
0.746667 0.746094
0.154944 0.53125
0.0414607 0.285156
0.351713 0.257812
0.813715 0.699219
0.434634 0.859375
0.157589 0.988281
0.605358 0.335938
0.386049 0.152344
0.562828 0.6875
0.533185 0.191406
0.725336 0.914062
0.426026 0.105469
0.182151 0.015625
0.268842 0.894531
0.199417 0.992188
0.669995 0.558594
0.114067 0.84375
0.123289 0.0976562
0.73497 0.570312
0.396908 0.511719
0.959175 0.171875
0.916632 0.800781
0.632971 0.648438
0.400461 0.964844
0.797579 0
0.8286 0.00390625
0.976671 0.226562
0.407559 0.917969
0.774506 0.328125
0.100439 0.707031
0.587109 0.304688
0.916733 0.371094
0.704961 0.15625
0.375071 0.910156
0.814311 0.882812
0.22477 0.324219
0.600822 0.484375
0.61446 0.613281
0.206587 0.960938
0.460642 0.777344
0.68403 0.3125
0.916033 0.816406
0.752246 0.539062
0.773263 0.730469
0.735898 0.640625
0.264648 0.519531
0.430135 0.617188
0.522407 0.183594
0.795842 0.46875
0.159678 0.722656
0.0902155 0.195312
0.826933 0.136719
0.279822 0.796875
0.457585 0.425781
0.456151 0.273438
0.13628 0.589844
0.571571 0.625
0.68182 0.628906
0.182256 0.851562
0.442915 0.542969
0.346154 0.953125
0.439681 0.332031
0.181697 0.929688
0.256245 0.996094
0.12908 0.78125
0.618894 0.535156
0.786501 0.507812
0.751684 0.949219
0.454098 0.109375
0.337205 0.238281
0.00838564 0.585938
0.409458 0.402344
0.0537573 0.9375
0.511381 0.441406
0.188987 0.164062
0.611865 0.355469
0.659062 0.265625
0.676058 0.144531
0.495664 0.242188
0.798706 0.808594
0.574174 0.09375
0.799259 0.347656
0.0121427 0.820312
0.940229 0.761719
0.370644 0.421875
0.244679 0.0507812
0.960142 0.898438
0.905072 0.214844
0.970331 0.25
0.358816 0.253906
0.877432 0.476562
0.235319 0.167969
0.479872 0.578125
0.00436665 0.957031
0.269057 0.554688
0.428111 0.621094
0.340741 0.40625
0.514057 0.160156
0.381649 0.132812
0.927438 0.574219
0.371673 0.734375
0.248334 0.863281
0.75661 0.210938
0.0932375 0.0273438
0.824343 0.5625
0.156174 0.0664062
0.167658 0.789062
0.708232 0.980469
0.633877 0.890625
0.364128 0.769531
0.403828 0.867188
0.454643 0.433594
0.12418 0.71875
0.960981 0.972656
0.222908 0.445312
0.91984 0.386719
0.790663 0.046875
0.363652 0.675781
0.165775 0.523438
0.326961 0.839844
0.712035 0.875
0.206896 0.878906
0.922846 0.101562
0.416613 0.792969
0.186221 0.203125
0.810805 0.582031
0.604346 0.179688
0.89001 0.246094
0.406682 0.03125
0.36501 0.785156
0.75139 0.757812
0.0516661 0.199219
0.223475 0.359375
0.898856 0.488281
0.790535 0.835938
0.828357 0.652344
0.11313 0.1875
0.457998 0.691406
0.0768994 0.414062
0.0859956 0.605469
0.523106 0.515625
0.207977 0.394531
0.776997 0.492188
0.0910379 0.0585938
0.386223 0.34375
0.166016 0.597656
0.839643 0.0703125
0.36971 0.0117188
0.209675 0.671875
0.107926 0.300781
0.809878 0.148438
0.986696 0.464844
0.139191 0.5
0.795498 0.503906
0.515534 0.726562
0.102879 0.417969
0.454529 0.828125
0.861709 0.207031
0.848298 0.804688
0.365492 0.871094
0.256201 0.65625
0.520645 0.410156
0.260953 0.382812
0.347789 0.824219
0.609242 0.984375
0.233087 0.113281
0.890542 0.460938
0.581561 0.277344
0.0877096 0.8125
0.757633 0.316406
0.714754 0.0390625
0.234909 0.230469
0.748737 0.140625
0.804162 0.0195312
0.067938 0.117188
0.77839 0.683594
0.808383 0.96875
0.138005 0.222656
0.536108 0.695312
0.981591 0.636719
0.209795 0.296875
0.268791 0.925781
0.460537 0.773438
0.794396 0.0898438
0.399572 0.125
0.310391 0.128906
0.390614 0.351562
0.425586 0.0429688
0.758531 0.453125
0.683455 0.832031
0.113151 0.429688
0.647106 0.496094
0.581813 0.28125
0.718677 0.0351562
0.762144 0.0078125
0.764682 0.449219
0.349517 0.609375
0.0292246 0.738281
0.785964 0.0859375
0.121728 0.902344
0.367562 0.4375
0.579893 0.941406
0.664188 0.664062
0.589273 0.855469
0.0495811 0.765625
0.466829 0.644531
0.560822 0.742188
0.463529 0.308594
0.0303218 0.59375
0.516595 0.847656
0.0519994 0.320312
0.0964673 0.261719
0.590908 0.921875
0.35138 0.550781
0.542516 0.398438
0.553335 0.714844
0.193564 0.75
0.68615 0.753906
0.49563 0.976562
0.582293 0.667969
0.190924 0.078125
0.41413 0.457031
0.543737 0.0546875
0.231569 0.121094
0.431329 0.90625
0.793322 0.660156
0.463976 0.632812
0.92287 0.0742188
0.730553 0.234375
0.515714 0.363281
0.823082 0.710938
0.628663 0.527344
0.242105 0.0625
0.0727386 0.566406
0.391262 0.289062
0.775892 0.480469
0.117775 0.390625
0.0286495 0.269531
0.657387 0.367188
0.458291 0.933594
0.508556 0.21875
0.184249 0.472656
0.549911 0.945312
0.660525 0.886719
0.680027 0.546875
0.216426 0.175781
0.772841 0.0234375
0.234746 0.339844
0.587917 0.375
0.976911 0.378906
0.637557 0.601562
0.906857 0.292969
0.726828 0.703125
0.942354 0.0820312
0.433719 0.679688
0.286951 0.746094
0.991333 0.53125
0.246252 0.285156
0.900968 0.257812
0.705259 0.699219
0.0031244 0.859375
0.663395 0.988281
0.293282 0.335938
0.258929 0.152344
0.205148 0.6875
0.93468 0.191406
0.565967 0.914062
0.131557 0.105469
0.614195 0.015625
0.942531 0.894531
0.948258 0.992188
0.510227 0.558594
0.583141 0.84375
0.70634 0.0976562
0.319958 0.570312
0.0756431 0.511719
0.144552 0.171875
0.647793 0.800781
0.506525 0.648438
0.459668 0.964844
0.395903 0
0.465413 0.00390625
0.60246 0.226562
0.459196 0.917969
0.116142 0.328125
0.596886 0.707031
0.37699 0.304688
0.451908 0.371094
0.0620604 0.15625
0.180822 0.910156
0.499088 0.882812
0.992395 0.324219
0.63524 0.484375
0.653424 0.613281
0.921368 0.960938
0.168696 0.777344
0.305753 0.3125
0.330455 0.816406
0.105709 0.539062
0.990066 0.730469
0.0627735 0.640625
0.184118 0.519531
0.569424 0.617188
0.955346 0.183594
0.485758 0.46875
0.384525 0.722656
0.332051 0.195312
0.444419 0.136719
0.809443 0.796875
0.345797 0.425781
0.492464 0.273438
0.687817 0.589844
0.623878 0.625
0.0103204 0.628906
0.24781 0.851562
0.634565 0.542969
0.904825 0.953125
0.88701 0.332031
0.954228 0.929688
0.966931 0.996094
0.723696 0.78125
0.099593 0.535156
0.23936 0.507812
0.042254 0.949219
0.818767 0.109375
0.0209859 0.238281
0.0140268 0.585938
0.493639 0.402344
0.8155 0.9375
0.294989 0.441406
0.441454 0.164062
0.238774 0.355469
0.123724 0.265625
0.455065 0.144531
0.343865 0.242188
0.452884 0.808594
0.789203 0.09375
0.423404 0.347656
0.135831 0.820312
0.709726 0.761719
0.978295 0.421875
0.846298 0.0507812
0.539481 0.898438
0.613492 0.214844
0.484254 0.25
0.13182 0.253906
0.067454 0.476562
0.292374 0.167969
0.0850653 0.578125
0.793707 0.957031
0.454605 0.554688
0.637639 0.621094
0.694064 0.40625
0.0651271 0.160156
0.919126 0.132812
0.0145665 0.574219
0.729959 0.734375
0.974778 0.863281
0.768455 0.210938
0.785852 0.0273438
0.712163 0.5625
0.12564 0.0664062
0.506527 0.789062
0.644672 0.980469
0.745669 0.890625
0.1871 0.769531
0.20835 0.867188
0.802108 0.433594
0.798292 0.71875
0.710458 0.972656
0.608257 0.445312
0.188802 0.386719
0.758318 0.046875
0.865588 0.675781
0.592529 0.523438
0.268509 0.839844
0.474871 0.875
0.335509 0.878906
0.729247 0.101562
0.904535 0.792969
0.874367 0.203125
0.111598 0.582031
0.132654 0.179688
0.130095 0.246094
0.877735 0.03125
0.724065 0.785156
0.510961 0.757812
0.13967 0.199219
0.0438923 0.359375
0.392284 0.488281
0.241139 0.835938
0.407802 0.652344
0.479786 0.1875
0.262721 0.691406
0.948069 0.414062
0.449998 0.605469
0.69668 0.515625
0.846862 0.394531
0.425369 0.492188
0.341152 0.0585938
0.382166 0.34375
0.709265 0.597656
0.0488509 0.0703125
0.0018685 0.0117188
0.889225 0.671875
0.571041 0.300781
0.719048 0.148438
0.332169 0.464844
0.0247878 0.5
0.174554 0.503906
0.0853332 0.726562
0.223335 0.417969
0.12354 0.828125
0.341682 0.207031
0.500292 0.804688
0.0981548 0.871094
0.606533 0.65625
0.694484 0.410156
0.119248 0.382812
0.0318955 0.824219
0.202804 0.984375
0.990822 0.113281
0.47679 0.460938
0.383313 0.277344
0.725171 0.8125
0.158305 0.316406
0.0611507 0.0390625
0.737379 0.230469
0.974215 0.140625
0.0415224 0.0195312
0.0802466 0.117188
0.427878 0.683594
0.748 0.96875
0.966003 0.222656
0.122602 0.695312
0.895282 0.636719
0.576027 0.296875
0.277563 0.925781
0.505483 0.773438
0.148258 0.0898438
0.206461 0.125
0.550143 0.128906
0.155087 0.351562
0.96885 0.0429688
0.853593 0.453125
0.634841 0.832031
0.153997 0.429688
0.642851 0.496094
0.0714521 0.28125
0.816545 0.0351562
0.0344072 0.0078125
0.647481 0.449219
0.938342 0.609375
0.174377 0.738281
0.297439 0.0859375
0.205576 0.902344
0.11077 0.4375
0.633311 0.941406
0.945538 0.664062
0.0645088 0.855469
0.593974 0.765625
0.925187 0.644531
0.363389 0.742188
0.502778 0.308594
0.656122 0.59375
0.729228 0.847656
0.15052 0.320312
0.959212 0.261719
0.825736 0.921875
0.0698126 0.550781
0.363952 0.398438
0.949072 0.714844
0.0143469 0.75
0.750207 0.753906
0.580712 0.976562
0.0358795 0.667969
0.421539 0.078125
0.286139 0.457031
0.637146 0.0546875
0.603803 0.121094
0.445976 0.90625
0.766407 0.660156
0.384782 0.632812
0.387022 0.0742188
0.547719 0.234375
0.0562159 0.363281
0.251687 0.710938
0.102197 0.527344
0.10398 0.0625
0.222872 0.566406
0.385121 0.289062
0.868351 0.480469
0.257646 0.390625
0.406083 0.269531
0.137703 0.367188
0.233898 0.933594
0.576541 0.21875
0.182943 0.472656
0.247856 0.945312
0.739862 0.886719
0.787966 0.546875
0.850201 0.175781
0.249074 0.0234375
0.786483 0.339844
0.709899 0.375
0.726428 0.378906
0.0554905 0.601562
0.72042 0.292969
0.815101 0.703125
0.279893 0.0820312
0.837506 0.679688
0.182662 0.746094
0.200807 0.53125
0.533435 0.285156
0.886182 0.257812
0.842449 0.699219
0.423768 0.859375
0.157282 0.988281
0.224107 0.335938
0.257273 0.152344
0.0428503 0.6875
0.00998146 0.191406
0.949991 0.914062
0.138873 0.105469
0.399579 0.015625
0.65452 0.894531
0.291164 0.992188
0.2438 0.558594
